001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
001,00000030,00000028,205,20283,3,000,00,00000000,000
011,00000030,0000002c,205,518023,3,000,00,00000000,000
001,00000030,00000032,205,fe029be3,3,000,00,00000000,000
011,0000003a,00000036,ff00293,d05801b7,3,000,00,00000000,000
011,00000042,0000003e,fe000ae3,518023,3,000,00,00000000,000
011,0000003a,00000036,ff00293,d05801b7,3,000,00,00000000,000
011,00000042,0000003e,fe000ae3,518023,3,000,00,00000000,000
